transformation,replica,state,frame,distance,angle1,angle2,torsion1,torsion2,torsion3,arc_length1,arc_length2,d0
CHEMBL1089393~CHEMBL1085895,replica-0,0,24,18.48057,54.623024,110.36138,-134.12933,101.89538,-39.142513,17.61848,35.596706,18.49690318107605
CHEMBL1089393~CHEMBL1085895,replica-0,24,0,18.32044,57.0601,57.261333,-131.81142,56.67034,139.35854,18.24508,18.309425,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,1,18.293385,57.59887,61.241035,-126.743645,57.76688,142.16843,18.390156,19.553024,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,2,18.305204,50.135174,58.418655,-141.41005,67.46511,140.46617,16.01749,18.663948,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,3,18.06198,57.3005,56.038464,-99.3256,84.76251,143.56166,18.063467,17.66562,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,4,18.082962,46.130985,56.721024,-139.95364,69.7685,115.61709,14.559272,17.901564,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,5,18.37778,55.12948,58.606453,-134.58144,62.0177,130.17528,17.682934,18.798183,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,6,18.60212,59.99412,62.431667,-126.66692,62.43239,145.69025,19.478186,20.269579,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,7,18.29567,55.84262,57.61482,-131.87234,45.791626,127.60728,17.831646,18.397545,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,8,18.15725,61.66045,63.589165,-146.86473,60.238785,140.92195,19.54043,20.151648,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,9,18.317123,45.23089,59.399067,-119.41378,65.32144,120.67609,14.460049,18.989532,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,10,18.447859,50.185352,61.876728,-148.7364,58.322063,119.88323,16.158472,19.922813,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,11,18.35941,63.607613,64.91529,-131.53459,62.92529,147.59213,20.381924,20.800947,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,12,17.969877,51.889965,61.363853,-126.86546,61.575413,125.613655,16.274433,19.245762,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,13,18.35203,54.705708,57.062244,-117.57362,67.130104,138.26794,17.52242,18.277227,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,14,18.353693,53.003525,56.563282,-141.76149,62.356144,135.23683,16.978745,18.119051,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,15,18.011946,53.614883,58.99155,-117.59189,51.71604,107.918434,16.85479,18.545042,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,16,18.441366,43.094784,59.800034,-132.57823,48.13991,120.75323,13.870597,19.247393,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,17,18.31456,53.483513,59.432255,-129.5614,59.054916,124.81865,17.095972,18.997484,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,18,18.36316,60.447536,55.068134,-130.51172,76.3533,139.38133,19.37329,17.649204,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,19,17.906855,43.30056,56.645344,-126.105865,57.877235,126.790794,13.532878,17.703571,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,20,18.418686,51.771736,55.354465,-136.1362,62.123425,136.12039,16.642889,17.794619,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,21,18.529171,50.02465,57.060276,-115.66415,52.301315,140.45206,16.177725,18.45301,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,22,18.160189,54.805622,61.713787,-140.73363,49.803688,125.2335,17.37092,19.560497,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,23,18.282316,54.484215,56.278652,-129.62975,45.79707,134.13194,17.385183,17.957764,18.28869938850403
CHEMBL1089393~CHEMBL1085895,replica-0,24,24,18.402351,57.593597,60.86053,-144.07011,68.781815,135.68474,18.498005,19.547283,18.28869938850403
CHEMBL1089393~CHEMBL1093088,replica-0,0,0,17.909359,53.42391,112.670746,-117.613594,-107.94843,28.727234,16.699099,35.218315,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,1,17.494232,60.272663,112.67902,-107.11873,-107.68762,29.019917,18.40317,34.404507,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,2,17.728346,50.325905,111.985634,-113.85762,-101.81066,51.133255,15.57174,34.65037,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,3,17.716381,56.599854,112.35713,-117.273254,-109.55005,18.733881,17.501194,34.741856,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,4,17.604782,59.376667,109.54589,-103.51413,-91.44214,55.116264,18.244158,33.659225,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,5,17.763323,53.86715,113.68331,-125.18497,-110.4689,29.62936,16.70035,35.245064,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,6,17.61151,58.57833,113.50471,-109.11104,-125.46622,46.780293,18.00574,34.888943,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,7,17.38887,51.148342,109.71087,-99.286224,-101.15823,52.987793,15.523166,33.296486,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,8,17.84004,54.502445,108.65473,-115.512405,-103.37388,35.74931,16.970287,33.831547,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,9,17.728937,51.21682,111.72366,-141.30856,-118.38983,35.90631,15.847935,34.570465,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,10,17.685654,41.702465,108.3223,-125.23403,-99.40546,33.399864,12.87242,33.436157,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,11,17.470667,62.975487,111.8628,-112.17555,-106.41806,40.70366,19.202526,34.10928,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,12,17.722952,59.83958,112.55194,-109.87479,-101.906395,57.213974,18.50981,34.815002,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,13,17.702032,41.51645,114.71128,-130.0127,-106.350624,32.709026,12.82687,35.44105,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,14,17.83974,47.962574,112.237755,-111.82472,-98.723465,49.253765,14.933733,34.946594,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,15,17.558598,70.48391,108.48031,-127.55365,-128.58278,35.54955,21.600172,33.24437,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,16,17.605406,46.747494,110.51301,-111.27364,-106.55054,33.43741,14.36421,33.957584,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,17,17.3774,50.223152,113.028496,-121.392654,-111.75319,54.18964,15.232323,34.280735,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,18,17.718046,60.38782,106.84703,-118.11462,-105.548256,52.910492,18.674223,33.041187,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,19,17.66207,46.002098,111.0271,-103.189514,-118.210495,34.37431,14.180665,34.225353,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,20,17.727942,50.252266,113.01578,-130.38472,-113.06445,50.064945,15.548601,34.96832,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,21,17.587908,55.988136,112.22378,-137.54356,-110.36433,42.219814,17.186504,34.448986,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,22,17.523598,55.958645,112.97097,-104.6857,-88.63348,47.040127,17.114641,34.551548,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,23,17.71242,56.575752,107.75296,-113.369606,-111.0737,32.537106,17.48983,33.310757,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,0,24,17.558592,56.56293,113.247,-116.52128,-89.7342,46.21622,17.334007,34.705135,17.684999704360962
CHEMBL1089393~CHEMBL1093088,replica-0,24,0,17.983032,56.92314,58.186012,-138.34947,59.155605,130.63438,17.866076,18.262444,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,1,18.032816,54.129738,59.12929,-118.84852,61.920025,132.97098,17.036362,18.60988,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,2,18.615662,52.379894,59.64064,-123.68494,52.475594,119.81324,17.018469,19.377518,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,3,18.29972,50.343708,59.884304,-119.86066,58.718174,145.5882,16.079296,19.12647,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,4,18.189415,56.098877,60.260117,-149.18513,52.203075,138.3734,17.80944,19.13049,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,5,18.11148,60.56463,63.912186,-147.35391,57.138,126.37484,19.14478,20.20296,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,6,18.21868,49.8813,56.010765,-133.11356,58.547543,141.60617,15.861053,17.810076,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,7,18.257683,50.68498,62.288265,-125.17051,64.24841,129.6724,16.151106,19.848572,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,8,18.185608,56.489605,59.817043,-128.17816,60.312717,97.576515,17.92973,18.985853,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,9,18.08553,61.674614,60.08838,-127.10017,64.6202,143.02628,19.467718,18.967018,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,10,18.320496,60.880306,61.623806,-124.36256,42.997665,140.68587,19.466658,19.704393,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,11,18.403452,65.56031,55.754517,-138.6756,47.811184,121.69865,21.058025,17.908398,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,12,18.762838,61.247593,58.514595,-129.9942,58.045406,131.78992,20.056952,19.161966,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,13,18.444849,49.97529,59.587315,-137.95177,64.64832,136.64517,16.088213,19.182549,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,14,18.236359,47.77894,60.37011,-137.5941,60.496326,125.591415,15.207295,19.21487,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,15,18.056337,61.502663,56.648773,-126.18836,63.19317,144.26933,19.382105,17.852438,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,16,18.271347,57.29649,58.198963,-139.87814,52.183323,126.24287,18.271574,18.559368,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,17,18.07639,56.01898,58.44612,-124.34773,53.08958,137.81044,17.673569,18.439314,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,18,18.142485,45.49903,60.343002,-115.85232,82.70289,124.05013,14.40709,19.107376,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,19,18.1855,52.824123,59.776253,-116.73624,48.9907,120.55459,16.766209,18.972794,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,20,18.234417,61.87409,57.867878,-117.728615,47.73154,142.52884,19.691467,18.416487,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,21,18.262564,56.940697,58.270443,-134.78348,43.21199,137.33014,18.149384,18.573229,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,22,18.166843,41.07144,57.160828,-124.949745,71.255226,128.77724,13.0225725,18.124054,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,23,18.366243,53.000378,58.94116,-131.7815,68.29795,112.98535,16.989346,18.893671,18.288686275482178
CHEMBL1089393~CHEMBL1093088,replica-0,24,24,18.14335,60.414227,55.536312,-134.69733,54.49553,122.47112,19.130842,17.586195,18.288686275482178
CHEMBL1093087~CHEMBL1084678,replica-0,0,0,18.701841,46.563923,110.08028,-5.366946,108.115974,-36.708977,15.19887,35.93116,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,1,18.508944,61.704433,112.31006,11.071806,113.6445,-26.663998,19.933125,36.280865,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,2,18.513464,66.16695,112.86629,11.409095,105.10161,-43.435734,21.379923,36.469456,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,3,18.366096,56.33922,111.92677,17.792934,95.71422,-29.440567,18.059471,35.878,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,4,18.611788,65.36267,112.84893,18.364183,98.11856,-24.379921,21.232212,36.657505,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,5,18.501554,60.46676,107.30204,10.503362,73.898834,-32.082787,19.525505,34.649227,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,6,18.534573,59.482246,115.1318,-8.309528,89.182076,-38.2742,19.24187,37.243908,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,7,18.576859,79.110435,112.90806,-6.280423,112.090195,-46.57298,25.649767,36.60788,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,8,18.40919,64.95508,114.99813,-1.0487883,93.14005,-29.49646,20.870129,36.949013,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,9,18.41453,53.63914,113.38945,0.6767929,76.34175,-15.98481,17.239307,36.442707,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,10,18.320648,57.896904,113.073326,2.5424314,85.07632,-35.119274,18.512861,36.15583,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,11,18.24923,73.36873,109.66397,3.3303895,90.404945,-34.16057,23.368612,34.928974,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,12,18.38962,59.836285,115.779305,0.6140171,99.81629,-35.485916,19.205017,37.160458,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,13,18.461586,60.790897,110.2893,-6.1312337,89.8143,-21.741024,19.587767,35.53692,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,14,18.563034,70.73643,114.60488,5.0978255,99.45881,-31.990776,22.917616,37.130383,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,15,18.702366,53.408234,111.597885,-1.2692038,111.96162,-33.657955,17.433401,36.427544,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,16,18.46297,58.2106,107.44429,20.108595,98.394196,-34.87343,18.757763,34.62281,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,17,18.545702,67.98769,114.43556,-6.206623,93.44507,-30.607544,22.0065,37.04091,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,18,18.613697,62.73966,113.05947,3.3235548,90.65665,-32.444344,20.382252,36.729664,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,19,18.506485,56.69051,112.29848,0.08719407,99.33108,-29.468393,18.310984,36.272305,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,20,18.459217,53.72695,108.31575,-4.5529213,114.09795,-39.22288,17.309433,34.89653,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,21,18.386805,76.46173,111.14702,-5.999332,106.00757,-25.819975,24.537354,35.66822,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,22,18.553799,66.42958,107.261986,2.4568238,112.81483,-39.77958,21.51155,34.7341,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,23,18.77668,52.819237,110.53757,19.279404,84.45432,-33.71154,17.30965,36.224808,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,0,24,18.204954,51.491272,108.633064,7.9141564,99.959625,-36.46552,16.360651,34.516678,18.496031761169434
CHEMBL1093087~CHEMBL1084678,replica-0,24,0,19.19355,69.8461,64.435486,17.904718,-72.90273,82.93784,23.39779,21.585285,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,1,18.812794,51.51667,65.53307,4.76168,-65.265625,89.4752,16.91525,21.517467,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,2,18.765709,52.758797,65.44615,18.749426,-85.307816,100.847275,17.279741,21.435146,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,3,19.115395,60.780373,66.234406,14.128075,-65.550934,93.55309,20.277946,22.097559,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,4,19.179615,53.172096,71.956314,-19.815653,-91.80702,89.84404,17.799221,24.087193,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,5,18.996616,67.16347,66.67014,5.854611,-88.03448,93.24468,22.268284,22.104721,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,6,19.229162,57.210056,68.48232,1.0580443,-87.29505,101.853676,19.200394,22.983503,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,7,18.752655,66.69651,65.96255,15.760166,-64.78783,84.15792,21.829473,21.589249,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,8,19.139248,64.14665,65.17374,11.383507,-75.39681,83.7251,21.427732,21.770823,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,9,19.247282,59.421963,64.0795,13.29194,-97.38121,92.89282,19.961527,21.526125,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,10,18.86475,54.254932,67.73744,1.2251924,-60.990932,90.71007,17.863544,22.302689,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,11,19.313677,52.95236,70.37319,11.716889,-75.857925,92.31958,17.849564,23.721905,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,12,19.202715,50.211456,65.351944,18.475704,-67.87339,86.53358,16.8284,21.902742,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,13,19.267006,54.410305,68.8145,10.831133,-58.767365,86.130005,18.2967,23.140436,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,14,18.934202,47.65091,64.65203,-6.3450537,-76.87404,66.40888,15.746919,21.36518,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,15,19.138374,56.013805,68.383965,8.345521,-77.566795,100.28807,18.71016,22.842134,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,16,19.006298,62.289482,65.52856,-0.9623024,-65.11307,85.21174,20.66282,21.737295,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,17,19.280552,56.7464,66.78477,17.862917,-72.66408,85.653496,19.09568,22.473684,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,18,19.315527,74.90763,65.10821,9.254149,-77.22483,94.91591,25.252825,21.949247,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,19,19.532717,71.12517,67.81052,9.384681,-75.44145,94.47796,24.247295,23.117298,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,20,19.082859,58.45916,70.29745,-5.6369953,-79.831184,125.251,19.470333,23.413177,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,21,19.386066,62.61537,66.76079,7.517261,-80.08847,97.426796,21.185953,22.588558,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,22,19.198141,59.50702,64.58315,0.30740416,-63.58819,78.86185,19.939062,21.639927,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,23,19.163502,60.95769,69.22308,-4.0123296,-83.811806,92.94744,20.388287,23.152782,19.077553749084473
CHEMBL1093087~CHEMBL1084678,replica-0,24,24,19.172153,67.549034,67.80067,9.784954,-82.63491,79.50347,22.60307,22.68727,19.077553749084473
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,0,19.277264,52.244167,66.77875,-0.23927626,-76.78486,83.23645,17.57764,22.467825,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,1,18.654018,64.105255,74.13615,11.965191,-96.076355,68.89815,20.871006,24.136805,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,2,18.942484,65.52372,65.73774,2.617218,-67.25725,89.55828,21.662712,21.733469,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,3,19.184692,56.793964,68.453094,3.0222387,-59.881737,82.725525,19.016666,22.920563,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,4,19.113905,57.067104,66.05993,22.3939,-81.540085,72.78419,19.037619,22.03763,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,5,19.28145,62.158962,71.11211,3.691952,-70.33298,86.48709,20.918032,23.930986,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,6,19.320223,52.72135,64.98866,-4.477701,-85.79092,82.62591,17.77772,21.914274,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,7,19.528994,50.361435,67.15072,13.707295,-71.865654,85.33118,17.165455,22.888002,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,8,19.546238,53.31968,69.74518,9.042047,-71.103065,87.96814,18.189806,23.793303,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,9,18.941956,56.597656,68.94334,-9.222038,-79.7182,86.765236,18.711157,22.792631,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,10,19.221994,50.29127,65.4759,20.820662,-82.20465,85.27323,16.872072,21.96632,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,11,18.882854,62.45754,66.91919,3.0693583,-81.03583,93.53663,20.584005,22.054422,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,12,18.916035,56.12039,67.020996,-7.5095396,-87.82492,82.21229,18.527985,22.126787,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,13,19.655138,54.69614,68.745544,1.1957487,-78.304634,82.58486,18.76334,23.582945,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,14,19.417248,78.71371,66.9738,-5.3603125,-75.454735,84.55198,26.675674,22.69708,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,15,19.132442,48.608456,62.40222,18.87285,-60.98025,68.49573,16.231535,20.837606,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,16,19.302778,67.83184,68.93376,-4.0230503,-77.47589,88.35994,22.852345,23.22358,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,17,18.990767,53.892727,70.18005,-2.083763,-80.88777,87.88372,17.86282,23.261276,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,18,19.027773,65.250755,67.64951,-0.6648936,-75.021095,84.96475,21.6696,22.466219,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,19,18.838057,67.37311,67.20587,-5.6957674,-88.142,88.527596,22.151342,22.096357,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,20,19.26994,56.232635,70.063545,19.419088,-81.385445,62.757385,18.912378,23.564043,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,21,18.993057,64.15357,67.769005,2.1016533,-79.123764,89.23498,21.266356,22.464842,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,22,19.408775,62.457882,67.333206,13.75514,-71.51372,76.955734,21.157421,22.808924,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,23,18.979647,67.974754,70.92568,7.474963,-89.846,72.86138,22.517136,23.494652,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,0,24,18.989891,63.90836,68.17495,9.807031,-68.086235,95.03917,21.18154,22.59564,19.18142080307007
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,0,19.20353,74.78507,68.015205,4.2692885,-78.109146,81.77123,25.065325,22.796303,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,1,18.80293,66.70081,63.576103,10.7428665,-81.75748,84.5522,21.88941,20.863964,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,2,18.85442,41.792263,61.685112,7.2402625,-82.65925,87.60281,13.75265,20.298824,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,3,19.266617,52.789127,67.54669,5.529536,-64.68601,90.80462,17.751183,22.71365,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,4,19.249622,71.87186,66.27599,21.940395,-84.437675,94.42392,24.146736,22.266697,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,5,18.79657,64.44055,67.14633,-5.615845,-79.16456,82.32073,21.1405,22.028162,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,6,19.182411,66.874245,66.0603,6.67727,-79.63986,80.011475,22.389246,22.11674,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,7,19.258577,59.351955,63.010216,-1.2525188,-78.032745,71.1073,19.94971,21.179346,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,8,19.4176,60.30019,62.54108,4.7997932,-65.00112,87.16933,20.435799,21.195238,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,9,19.206163,57.07545,66.52284,19.009802,-90.07479,95.22917,19.132307,22.299173,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,10,19.191301,64.29521,65.75463,2.6147594,-84.17409,74.241806,21.535772,22.024605,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,11,18.94397,52.42976,67.79113,12.007896,-71.15455,86.57318,17.335094,22.414097,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,12,19.253517,69.281235,59.148026,6.958551,-76.03711,90.637115,23.281076,19.87594,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,13,19.404203,57.45675,63.23649,6.1765475,-67.80284,93.70166,19.458717,21.416126,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,14,19.204586,55.52832,64.022095,11.018797,-77.05308,98.40373,18.612164,21.459135,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,15,19.287683,64.851295,67.00197,25.370993,-81.38594,86.34742,21.831123,22.555113,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,16,19.324661,49.73195,64.80015,-7.577288,-78.160965,75.22578,16.77354,21.855728,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,17,19.118135,60.28325,63.105312,4.772188,-85.971886,87.62347,20.114977,21.056627,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,18,19.355457,55.393036,64.2084,8.248907,-83.514244,91.48794,18.712679,21.690653,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,19,19.20922,57.090134,65.75457,1.4938635,-70.79114,79.41914,19.140274,22.04515,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,20,18.991085,53.552334,64.38556,16.462433,-85.1085,78.774124,17.750294,21.341042,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,21,19.141659,60.61935,63.131275,12.8950815,-81.14322,93.558945,20.252014,21.09121,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,22,19.014084,53.648495,68.82898,8.619233,-74.847496,85.418015,17.803701,22.841473,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,23,19.199728,57.86553,68.52025,6.3157625,-77.101,93.5854,19.39065,22.96103,19.107794761657715
CHEMBL1096003~CHEMBL1096003_1,replica-0,24,24,19.373365,55.546337,65.24858,-14.2888565,-73.781265,99.24066,18.781828,22.062437,19.107794761657715
